"station","date","source","var","uni","val","qual","bswqstation","lbs","nrmrng","lbunis","inrng"
"2021-0513-2","2021-05-13","ncf","do","mgl",5.26,NA,"422","DO (mg/L)","5.91-6.81","(mg/L)","below"
"2021-0513-3","2021-05-13","ncf","do","mgl",5.52,NA,"395","DO (mg/L)","5.4-6.5","(mg/L)","in range"
"2021-0513-4","2021-05-13","ncf","do","mgl",5.57,NA,"395","DO (mg/L)","5.4-6.5","(mg/L)","in range"
"2021-0513-5","2021-05-13","ncf","do","mgl",6.29,NA,"395","DO (mg/L)","5.4-6.5","(mg/L)","in range"
"2021-0513-6","2021-05-13","ncf","do","mgl",6.4,NA,"408","DO (mg/L)","4.89-7.03","(mg/L)","in range"
"2021-0513-7","2021-05-13","ncf","do","mgl",6.38,NA,"430","DO (mg/L)","5.36-6.82","(mg/L)","in range"
"2021-0513-1","2021-05-13","ncf","sal","ppt",32.3,NA,"422","Sal (ppt)","31.8-34.4","(ppt)","in range"
"2021-0513-2","2021-05-13","ncf","sal","ppt",32.1,NA,"422","Sal (ppt)","31.8-34.4","(ppt)","in range"
"2021-0513-3","2021-05-13","ncf","sal","ppt",31.3,NA,"395","Sal (ppt)","30.7-34.3","(ppt)","in range"
"2021-0513-4","2021-05-13","ncf","sal","ppt",31,NA,"395","Sal (ppt)","30.7-34.3","(ppt)","in range"
"2021-0513-5","2021-05-13","ncf","sal","ppt",31.7,NA,"395","Sal (ppt)","30.7-34.3","(ppt)","in range"
"2021-0513-6","2021-05-13","ncf","sal","ppt",31.5,NA,"408","Sal (ppt)","29.6-34.6","(ppt)","in range"
"2021-0513-7","2021-05-13","ncf","sal","ppt",31.7,NA,"430","Sal (ppt)","29.6-33.8","(ppt)","in range"
"2021-0513-1","2021-05-13","ncf","secchi","m",2.5,NA,"422","Secchi (m)","2-3","(m)","in range"
"2021-0513-2","2021-05-13","ncf","secchi","m",1.6,NA,"422","Secchi (m)","2-3","(m)","below"
"2021-0513-3","2021-05-13","ncf","secchi","m",0.8,NA,"395","Secchi (m)","0.9-1.9","(m)","below"
"2021-0513-4","2021-05-13","ncf","secchi","m",0.8,NA,"395","Secchi (m)","0.9-1.9","(m)","below"
"2021-0513-5","2021-05-13","ncf","secchi","m",1,NA,"395","Secchi (m)","0.9-1.9","(m)","in range"
"2021-0513-6","2021-05-13","ncf","secchi","m",1.8,NA,"408","Secchi (m)","1.9-2.7","(m)","below"
"2021-0513-7","2021-05-13","ncf","secchi","m",1.2,NA,"430","Secchi (m)","1.1-1.7","(m)","in range"
"2021-0513-1","2021-05-13","ncf","temp","c",27.8,NA,"422","Temp (C)","26-29","(C)","in range"
"2021-0513-2","2021-05-13","ncf","temp","c",28.2,NA,"422","Temp (C)","26-29","(C)","in range"
"2021-0513-3","2021-05-13","ncf","temp","c",28.7,NA,"395","Temp (C)","26.1-29.5","(C)","in range"
"2021-0513-4","2021-05-13","ncf","temp","c",28.3,NA,"395","Temp (C)","26.1-29.5","(C)","in range"
"2021-0513-5","2021-05-13","ncf","temp","c",28.6,NA,"395","Temp (C)","26.1-29.5","(C)","in range"
"2021-0513-6","2021-05-13","ncf","temp","c",28.7,NA,"408","Temp (C)","24.9-25.7","(C)","above"
"2021-0513-7","2021-05-13","ncf","temp","c",28.2,NA,"430","Temp (C)","25.5-28.9","(C)","in range"
"2021-0615-1","2021-06-15","ncf","do","mgl",5.69,NA,"430","DO (mg/L)","4.92-8.88","(mg/L)","in range"
"2021-0615-2","2021-06-15","ncf","do","mgl",5.2,NA,"405","DO (mg/L)","5.46-7.78","(mg/L)","below"
"2021-0615-1","2021-06-15","ncf","sal","ppt",34.4,NA,"430","Sal (ppt)","14.1-31.7","(ppt)","above"
"2021-0615-2","2021-06-15","ncf","sal","ppt",34.1,NA,"405","Sal (ppt)","25.8-34","(ppt)","above"
"2021-0615-1","2021-06-15","ncf","secchi","m",1.5,NA,"430","Secchi (m)","1-1.2","(m)","above"
"2021-0615-2","2021-06-15","ncf","secchi","m",1.5,NA,"405","Secchi (m)","1.3-2.3","(m)","in range"
"2021-0615-1","2021-06-15","ncf","temp","c",29.2,NA,"430","Temp (C)","27.8-29.2","(C)","in range"
"2021-0615-2","2021-06-15","ncf","temp","c",28.8,NA,"405","Temp (C)","28.6-30.6","(C)","in range"
"2021-0616-1","2021-06-16","ncf","do","mgl",4.4,NA,"LM4","DO (mg/L)","4.7-7.62","(mg/L)","below"
"2021-0616-3","2021-06-16","ncf","do","mgl",4.49,NA,"LM4","DO (mg/L)","4.7-7.62","(mg/L)","below"
"2021-0616-4","2021-06-16","ncf","do","mgl",6,NA,"431","DO (mg/L)","6.01-7.39","(mg/L)","below"
"2021-0616-5","2021-06-16","ncf","do","mgl",5.78,NA,"422","DO (mg/L)","5.71-8.39","(mg/L)","in range"
"2021-0616-1","2021-06-16","ncf","sal","ppt",21.2,NA,"LM4","Sal (ppt)","12.1-28.3","(ppt)","in range"
"2021-0616-3","2021-06-16","ncf","sal","ppt",17.2,NA,"LM4","Sal (ppt)","12.1-28.3","(ppt)","in range"
"2021-0616-4","2021-06-16","ncf","sal","ppt",33.4,NA,"431","Sal (ppt)","3.5-34.5","(ppt)","in range"
"2021-0616-5","2021-06-16","ncf","sal","ppt",35.4,NA,"422","Sal (ppt)","19.1-34.7","(ppt)","above"
"2021-0616-1","2021-06-16","ncf","secchi","m",1,NA,"LM4","Secchi (m)","0.2-0.6","(m)","above"
"2021-0616-3","2021-06-16","ncf","secchi","m",0.8,NA,"LM4","Secchi (m)","0.2-0.6","(m)","above"
"2021-0616-4","2021-06-16","ncf","secchi","m",1,NA,"431","Secchi (m)","1-1.6","(m)","in range"
"2021-0616-5","2021-06-16","ncf","secchi","m",1.5,NA,"422","Secchi (m)","1.3-2.7","(m)","in range"
"2021-0616-1","2021-06-16","ncf","temp","c",28.9,NA,"LM4","Temp (C)","27.5-32.7","(C)","in range"
"2021-0616-3","2021-06-16","ncf","temp","c",29.3,NA,"LM4","Temp (C)","27.5-32.7","(C)","in range"
"2021-0616-4","2021-06-16","ncf","temp","c",29.2,NA,"431","Temp (C)","29.1-30.3","(C)","in range"
"2021-0616-5","2021-06-16","ncf","temp","c",28.3,NA,"422","Temp (C)","26.6-29.4","(C)","in range"
"2021-0623-1","2021-06-23","ncf","do","mgl",5.51,NA,"405","DO (mg/L)","5.46-7.78","(mg/L)","in range"
"2021-0623-3","2021-06-23","ncf","do","mgl",6.12,NA,"405","DO (mg/L)","5.46-7.78","(mg/L)","in range"
"2021-0623-5","2021-06-23","ncf","do","mgl",5.93,NA,"434","DO (mg/L)","5.53-7.13","(mg/L)","in range"
"2021-0623-6","2021-06-23","ncf","do","mgl",6.25,NA,"434","DO (mg/L)","5.53-7.13","(mg/L)","in range"
"2021-0623-7","2021-06-23","ncf","do","mgl",7.44,NA,"430","DO (mg/L)","4.92-8.88","(mg/L)","in range"
"2021-0623-1","2021-06-23","ncf","sal","ppt",32.5,NA,"395","Sal (ppt)","17.8-33","(ppt)","in range"
"2021-0623-3","2021-06-23","ncf","sal","ppt",34,NA,"395","Sal (ppt)","17.8-33","(ppt)","above"
"2021-0623-5","2021-06-23","ncf","sal","ppt",34.4,NA,"434","Sal (ppt)","18.7-34.7","(ppt)","in range"
"2021-0623-6","2021-06-23","ncf","sal","ppt",34.5,NA,"434","Sal (ppt)","18.7-34.7","(ppt)","in range"
"2021-0623-7","2021-06-23","ncf","sal","ppt",34.2,NA,"430","Sal (ppt)","14.1-31.7","(ppt)","above"
"2021-0623-1","2021-06-23","ncf","secchi","m",1.8,NA,"405","Secchi (m)","1.3-2.3","(m)","in range"
"2021-0623-3","2021-06-23","ncf","secchi","m",2.5,NA,"405","Secchi (m)","1.3-2.3","(m)","above"
"2021-0623-5","2021-06-23","ncf","secchi","m",2,NA,"434","Secchi (m)","1.2-2.2","(m)","in range"
"2021-0623-6","2021-06-23","ncf","secchi","m",1.2,NA,"434","Secchi (m)","1.2-2.2","(m)","in range"
"2021-0623-7","2021-06-23","ncf","secchi","m",0.8,NA,"430","Secchi (m)","1-1.2","(m)","below"
"2021-0623-1","2021-06-23","ncf","temp","c",29.7,NA,"395","Temp (C)","27.8-29.2","(C)","above"
"2021-0623-3","2021-06-23","ncf","temp","c",29.6,NA,"395","Temp (C)","27.8-29.2","(C)","above"
"2021-0623-5","2021-06-23","ncf","temp","c",29.7,NA,"434","Temp (C)","28.8-31","(C)","in range"
"2021-0623-6","2021-06-23","ncf","temp","c",29.8,NA,"434","Temp (C)","28.8-31","(C)","in range"
"2021-0623-7","2021-06-23","ncf","temp","c",30.3,NA,"430","Temp (C)","27.8-29.2","(C)","above"
"2021-0713-1","2021-07-13","ncf","do","mgl",5.62,NA,"408","DO (mg/L)","5.03-6.59","(mg/L)","in range"
"2021-0713-3","2021-07-13","ncf","do","mgl",6.13,NA,"408","DO (mg/L)","5.03-6.59","(mg/L)","in range"
"2021-0713-4","2021-07-13","ncf","do","mgl",5.67,NA,"408","DO (mg/L)","5.03-6.59","(mg/L)","in range"
"2021-0713-5","2021-07-13","ncf","do","mgl",5.36,NA,"408","DO (mg/L)","5.03-6.59","(mg/L)","in range"
"2021-0713-6","2021-07-13","ncf","do","mgl",5.32,NA,"22","DO (mg/L)","4.06-5.56","(mg/L)","in range"
"2021-0713-1","2021-07-13","ncf","sal","ppt",28.1,NA,"408","Sal (ppt)","27.2-32.6","(ppt)","in range"
"2021-0713-3","2021-07-13","ncf","sal","ppt",27,NA,"408","Sal (ppt)","27.2-32.6","(ppt)","below"
"2021-0713-4","2021-07-13","ncf","sal","ppt",26.6,NA,"408","Sal (ppt)","27.2-32.6","(ppt)","below"
"2021-0713-5","2021-07-13","ncf","sal","ppt",26.9,NA,"408","Sal (ppt)","27.2-32.6","(ppt)","below"
"2021-0713-6","2021-07-13","ncf","sal","ppt",26.9,NA,"22","Sal (ppt)","28.7-32.7","(ppt)","below"
"2021-0713-1","2021-07-13","ncf","secchi","m",1.2,NA,"408","Secchi (m)","1.4-2.6","(m)","below"
"2021-0713-3","2021-07-13","ncf","secchi","m",1,NA,"408","Secchi (m)","1.4-2.6","(m)","below"
"2021-0713-4","2021-07-13","ncf","secchi","m",1,NA,"408","Secchi (m)","1.4-2.6","(m)","below"
"2021-0713-5","2021-07-13","ncf","secchi","m",1.6,NA,"408","Secchi (m)","1.4-2.6","(m)","in range"
"2021-0713-6","2021-07-13","ncf","secchi","m",1.2,NA,"22","Secchi (m)","1.2-2.2","(m)","in range"
"2021-0713-1","2021-07-13","ncf","temp","c",28.2,NA,"408","Temp (C)","29.3-31.3","(C)","below"
"2021-0713-3","2021-07-13","ncf","temp","c",28.3,NA,"408","Temp (C)","29.3-31.3","(C)","below"
"2021-0713-4","2021-07-13","ncf","temp","c",28.4,NA,"408","Temp (C)","29.3-31.3","(C)","below"
"2021-0713-5","2021-07-13","ncf","temp","c",29.4,NA,"408","Temp (C)","29.3-31.3","(C)","in range"
"2021-0713-6","2021-07-13","ncf","temp","c",28.9,NA,"22","Temp (C)","29.4-30.8","(C)","below"
"2021-0714-1","2021-07-14","ncf","do","mgl",4.25,NA,"433","DO (mg/L)","5.24-7.32","(mg/L)","below"
"2021-0714-2","2021-07-14","ncf","do","mgl",4.39,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","below"
"2021-0714-3","2021-07-14","ncf","do","mgl",4.98,NA,"535","DO (mg/L)","5.24-7.38","(mg/L)","below"
"2021-0714-4","2021-07-14","ncf","do","mgl",4.91,NA,"535","DO (mg/L)","5.24-7.38","(mg/L)","below"
"2021-0714-5","2021-07-14","ncf","do","mgl",7.53,NA,"433","DO (mg/L)","5.24-7.32","(mg/L)","above"
"2021-0714-6","2021-07-14","ncf","do","mgl",6.19,NA,"433","DO (mg/L)","5.24-7.32","(mg/L)","in range"
"2021-0714-1","2021-07-14","ncf","sal","ppt",5.8,NA,"433","Sal (ppt)","24.3-31.7","(ppt)","below"
"2021-0714-2","2021-07-14","ncf","sal","ppt",4.6,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","below"
"2021-0714-3","2021-07-14","ncf","sal","ppt",13.6,NA,"535","Sal (ppt)","16.8-27","(ppt)","below"
"2021-0714-4","2021-07-14","ncf","sal","ppt",10.5,NA,"535","Sal (ppt)","16.8-27","(ppt)","below"
"2021-0714-5","2021-07-14","ncf","sal","ppt",19.5,NA,"433","Sal (ppt)","24.3-31.7","(ppt)","below"
"2021-0714-6","2021-07-14","ncf","sal","ppt",20.6,NA,"433","Sal (ppt)","24.3-31.7","(ppt)","below"
"2021-0714-1","2021-07-14","ncf","secchi","m",0.8,NA,"433","Secchi (m)","1-1.8","(m)","below"
"2021-0714-2","2021-07-14","ncf","secchi","m",0.8,NA,"LM4","Secchi (m)","0.5-1.1","(m)","in range"
"2021-0714-3","2021-07-14","ncf","secchi","m",0.8,NA,"535","Secchi (m)","0.8-1.6","(m)","in range"
"2021-0714-4","2021-07-14","ncf","secchi","m",1.5,NA,"535","Secchi (m)","0.8-1.6","(m)","in range"
"2021-0714-5","2021-07-14","ncf","secchi","m",1.5,NA,"433","Secchi (m)","1-1.8","(m)","in range"
"2021-0714-6","2021-07-14","ncf","secchi","m",1,NA,"433","Secchi (m)","1-1.8","(m)","in range"
"2021-0714-1","2021-07-14","ncf","temp","c",27.8,NA,"433","Temp (C)","29.9-31.7","(C)","below"
"2021-0714-2","2021-07-14","ncf","temp","c",27.8,NA,"LM4","Temp (C)","29-33.2","(C)","below"
"2021-0714-3","2021-07-14","ncf","temp","c",28.5,NA,"535","Temp (C)","29.2-32","(C)","below"
"2021-0714-4","2021-07-14","ncf","temp","c",28.8,NA,"535","Temp (C)","29.2-32","(C)","below"
"2021-0714-5","2021-07-14","ncf","temp","c",28.9,NA,"433","Temp (C)","29.9-31.7","(C)","below"
"2021-0714-6","2021-07-14","ncf","temp","c",28.9,NA,"433","Temp (C)","29.9-31.7","(C)","below"
"2021-0715-1","2021-07-15","ncf","do","mgl",5.14,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","in range"
"2021-0715-2","2021-07-15","ncf","do","mgl",4.33,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","below"
"2021-0715-3","2021-07-15","ncf","do","mgl",3.77,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","below"
"2021-0715-4","2021-07-15","ncf","do","mgl",3.73,NA,"535","DO (mg/L)","5.24-7.38","(mg/L)","below"
"2021-0715-5","2021-07-15","ncf","do","mgl",5.37,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","in range"
"2021-0715-6","2021-07-15","ncf","do","mgl",5.48,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","in range"
"2021-0720-1","2021-07-15","ncf","do","mgl",3.14,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","below"
"2021-0720-2","2021-07-15","ncf","do","mgl",5.24,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","in range"
"2021-0720-3","2021-07-15","ncf","do","mgl",4.12,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","below"
"2021-0720-4","2021-07-15","ncf","do","mgl",4.83,NA,"LM4","DO (mg/L)","4.44-7.6","(mg/L)","in range"
"2021-0715-1","2021-07-15","ncf","sal","ppt",1.4,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","below"
"2021-0715-2","2021-07-15","ncf","sal","ppt",7.4,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","in range"
"2021-0715-3","2021-07-15","ncf","sal","ppt",8.8,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","in range"
"2021-0715-4","2021-07-15","ncf","sal","ppt",16,NA,"535","Sal (ppt)","16.8-27","(ppt)","below"
"2021-0715-5","2021-07-15","ncf","sal","ppt",3.4,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","below"
"2021-0715-6","2021-07-15","ncf","sal","ppt",5.1,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","in range"
"2021-0720-1","2021-07-15","ncf","sal","ppt",19.5,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","in range"
"2021-0720-2","2021-07-15","ncf","sal","ppt",14.9,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","in range"
"2021-0720-3","2021-07-15","ncf","sal","ppt",9.2,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","in range"
"2021-0720-4","2021-07-15","ncf","sal","ppt",8,NA,"LM4","Sal (ppt)","4.8-23.6","(ppt)","in range"
"2021-0715-1","2021-07-15","ncf","secchi","m",0.3,NA,"LM4","Secchi (m)","0.5-1.1","(m)","below"
"2021-0715-2","2021-07-15","ncf","secchi","m",1.5,NA,"LM4","Secchi (m)","0.5-1.1","(m)","above"
"2021-0715-3","2021-07-15","ncf","secchi","m",1.5,NA,"LM4","Secchi (m)","0.5-1.1","(m)","above"
"2021-0715-4","2021-07-15","ncf","secchi","m",0.5,NA,"535","Secchi (m)","0.8-1.6","(m)","below"
"2021-0715-5","2021-07-15","ncf","secchi","m",0.5,NA,"LM4","Secchi (m)","0.5-1.1","(m)","in range"
"2021-0715-6","2021-07-15","ncf","secchi","m",1.1,NA,"LM4","Secchi (m)","0.5-1.1","(m)","in range"
"2021-0720-1","2021-07-15","ncf","secchi","m",2,NA,"LM4","Secchi (m)","0.5-1.1","(m)","above"
"2021-0720-2","2021-07-15","ncf","secchi","m",1.9,NA,"LM4","Secchi (m)","0.5-1.1","(m)","above"
"2021-0720-3","2021-07-15","ncf","secchi","m",0.8,NA,"LM4","Secchi (m)","0.5-1.1","(m)","in range"
"2021-0720-4","2021-07-15","ncf","secchi","m",1.5,NA,"LM4","Secchi (m)","0.5-1.1","(m)","above"
"2021-0715-1","2021-07-15","ncf","temp","c",28.1,NA,"LM4","Temp (C)","29-33.2","(C)","below"
"2021-0715-2","2021-07-15","ncf","temp","c",28.4,NA,"LM4","Temp (C)","29-33.2","(C)","below"
"2021-0715-3","2021-07-15","ncf","temp","c",28.9,NA,"LM4","Temp (C)","29-33.2","(C)","below"
"2021-0715-4","2021-07-15","ncf","temp","c",29.2,NA,"535","Temp (C)","29.2-32","(C)","below"
"2021-0715-5","2021-07-15","ncf","temp","c",29.4,NA,"LM4","Temp (C)","29-33.2","(C)","in range"
"2021-0715-6","2021-07-15","ncf","temp","c",30,NA,"LM4","Temp (C)","29-33.2","(C)","in range"
"2021-0720-1","2021-07-15","ncf","temp","c",30.3,NA,"LM4","Temp (C)","29-33.2","(C)","in range"
"2021-0720-2","2021-07-15","ncf","temp","c",29.3,NA,"LM4","Temp (C)","29-33.2","(C)","in range"
"2021-0720-3","2021-07-15","ncf","temp","c",29.9,NA,"LM4","Temp (C)","29-33.2","(C)","in range"
"2021-0720-4","2021-07-15","ncf","temp","c",31.2,NA,"LM4","Temp (C)","29-33.2","(C)","in range"
"2021-0721-1","2021-07-21","ncf","do","mgl",6.32,NA,"433","DO (mg/L)","5.24-7.32","(mg/L)","in range"
"2021-0721-1","2021-07-21","ncf","sal","ppt",26.7,NA,"433","Sal (ppt)","24.3-31.7","(ppt)","in range"
"2021-0721-1","2021-07-21","ncf","secchi","m",0.8,NA,"433","Secchi (m)","1-1.8","(m)","below"
"2021-0721-1","2021-07-21","ncf","temp","c",30.7,NA,"433","Temp (C)","29.9-31.7","(C)","in range"
"2021-0811-1","2021-08-11","ncf","do","mgl",4.96,NA,"LM4","DO (mg/L)","5.32-7.34","(mg/L)","below"
"2021-0811-2","2021-08-11","ncf","do","mgl",4.34,NA,"LM4","DO (mg/L)","5.32-7.34","(mg/L)","below"
"2021-0811-3","2021-08-11","ncf","do","mgl",4.44,NA,"431","DO (mg/L)","4.9-7.62","(mg/L)","below"
"2021-0811-4","2021-08-11","ncf","do","mgl",6.84,NA,"430","DO (mg/L)","4.36-6.68","(mg/L)","above"
"2021-0811-5","2021-08-11","ncf","do","mgl",6.1,NA,"432","DO (mg/L)","4.78-6.16","(mg/L)","in range"
"2021-0811-1","2021-08-11","ncf","sal","ppt",3.6,NA,"LM4","Sal (ppt)","2.5-11.3","(ppt)","in range"
"2021-0811-2","2021-08-11","ncf","sal","ppt",3.7,NA,"LM4","Sal (ppt)","2.5-11.3","(ppt)","in range"
"2021-0811-3","2021-08-11","ncf","sal","ppt",20.3,NA,"431","Sal (ppt)","14.8-29.6","(ppt)","in range"
"2021-0811-4","2021-08-11","ncf","sal","ppt",15.3,NA,"430","Sal (ppt)","20.4-31.4","(ppt)","below"
"2021-0811-5","2021-08-11","ncf","sal","ppt",28.9,NA,"432","Sal (ppt)","29.2-32.8","(ppt)","below"
"2021-0811-1","2021-08-11","ncf","secchi","m",0.8,NA,"LM4","Secchi (m)","0.3-1.1","(m)","in range"
"2021-0811-2","2021-08-11","ncf","secchi","m",0.5,NA,"LM4","Secchi (m)","0.3-1.1","(m)","in range"
"2021-0811-3","2021-08-11","ncf","secchi","m",1.2,NA,"431","Secchi (m)","0.9-1.9","(m)","in range"
"2021-0811-4","2021-08-11","ncf","secchi","m",0.8,NA,"430","Secchi (m)","0.8-1.4","(m)","in range"
"2021-0811-5","2021-08-11","ncf","secchi","m",1,NA,"432","Secchi (m)","0.8-1.6","(m)","in range"
"2021-0811-1","2021-08-11","ncf","temp","c",29.6,NA,"LM4","Temp (C)","27-32.2","(C)","in range"
"2021-0811-2","2021-08-11","ncf","temp","c",30.1,NA,"LM4","Temp (C)","27-32.2","(C)","in range"
"2021-0811-3","2021-08-11","ncf","temp","c",30.5,NA,"431","Temp (C)","29.9-32.3","(C)","in range"
"2021-0811-4","2021-08-11","ncf","temp","c",30.4,NA,"430","Temp (C)","29.7-31.9","(C)","in range"
"2021-0811-5","2021-08-11","ncf","temp","c",31,NA,"432","Temp (C)","29.9-32.5","(C)","in range"
"2021-0812-1","2021-08-12","ncf","do","mgl",5.22,NA,"395","DO (mg/L)","4.97-6.55","(mg/L)","in range"
"2021-0812-2","2021-08-12","ncf","do","mgl",5.23,NA,"405","DO (mg/L)","6.45-6.81","(mg/L)","below"
"2021-0812-3","2021-08-12","ncf","do","mgl",5.51,NA,"422","DO (mg/L)","4.52-6.16","(mg/L)","in range"
"2021-0812-4","2021-08-12","ncf","do","mgl",4.25,NA,"422","DO (mg/L)","4.52-6.16","(mg/L)","below"
"2021-0812-5","2021-08-12","ncf","do","mgl",5.99,NA,"430","DO (mg/L)","4.36-6.68","(mg/L)","in range"
"2021-0812-6","2021-08-12","ncf","do","mgl",5.04,NA,"430","DO (mg/L)","4.36-6.68","(mg/L)","in range"
"2021-0812-7","2021-08-12","ncf","do","mgl",5.89,NA,"430","DO (mg/L)","4.36-6.68","(mg/L)","in range"
"2021-0812-8","2021-08-12","ncf","do","mgl",7.2,NA,"405","DO (mg/L)","6.45-6.81","(mg/L)","above"
"2021-0812-1","2021-08-12","ncf","sal","ppt",25.1,NA,"395","Sal (ppt)","22.2-31.4","(ppt)","in range"
"2021-0812-2","2021-08-12","ncf","sal","ppt",24.4,NA,"405","Sal (ppt)","24.6-29","(ppt)","below"
"2021-0812-3","2021-08-12","ncf","sal","ppt",25.4,NA,"422","Sal (ppt)","28.9-33.1","(ppt)","below"
"2021-0812-4","2021-08-12","ncf","sal","ppt",25.5,NA,"422","Sal (ppt)","28.9-33.1","(ppt)","below"
"2021-0812-5","2021-08-12","ncf","sal","ppt",25.2,NA,"430","Sal (ppt)","20.4-31.4","(ppt)","in range"
"2021-0812-6","2021-08-12","ncf","sal","ppt",25.2,NA,"430","Sal (ppt)","20.4-31.4","(ppt)","in range"
"2021-0812-7","2021-08-12","ncf","sal","ppt",29.6,NA,"430","Sal (ppt)","20.4-31.4","(ppt)","in range"
"2021-0812-8","2021-08-12","ncf","sal","ppt",24.9,NA,"405","Sal (ppt)","24.6-29","(ppt)","in range"
"2021-0812-1","2021-08-12","ncf","secchi","m",1.2,NA,"395","Secchi (m)","0.9-1.5","(m)","in range"
"2021-0812-2","2021-08-12","ncf","secchi","m",1,NA,"405","Secchi (m)","1.9-2.1","(m)","below"
"2021-0812-3","2021-08-12","ncf","secchi","m",1.8,NA,"422","Secchi (m)","1.8-2.4","(m)","in range"
"2021-0812-4","2021-08-12","ncf","secchi","m",1.2,NA,"422","Secchi (m)","1.8-2.4","(m)","below"
"2021-0812-5","2021-08-12","ncf","secchi","m",0.8,NA,"430","Secchi (m)","0.8-1.4","(m)","in range"
"2021-0812-6","2021-08-12","ncf","secchi","m",0.8,NA,"430","Secchi (m)","0.8-1.4","(m)","in range"
"2021-0812-7","2021-08-12","ncf","secchi","m",0.8,NA,"430","Secchi (m)","0.8-1.4","(m)","in range"
"2021-0812-8","2021-08-12","ncf","secchi","m",1,NA,"405","Secchi (m)","1.9-2.1","(m)","below"
"2021-0812-1","2021-08-12","ncf","temp","c",29.4,NA,"395","Temp (C)","29.9-32.1","(C)","below"
"2021-0812-2","2021-08-12","ncf","temp","c",29.2,NA,"405","Temp (C)","28.3-33.1","(C)","in range"
"2021-0812-3","2021-08-12","ncf","temp","c",29.4,NA,"422","Temp (C)","29.6-32.2","(C)","below"
"2021-0812-4","2021-08-12","ncf","temp","c",29.2,NA,"422","Temp (C)","29.6-32.2","(C)","below"
"2021-0812-5","2021-08-12","ncf","temp","c",29.8,NA,"430","Temp (C)","29.7-31.9","(C)","in range"
"2021-0812-6","2021-08-12","ncf","temp","c",30.8,NA,"430","Temp (C)","29.7-31.9","(C)","in range"
"2021-0812-7","2021-08-12","ncf","temp","c",30.3,NA,"430","Temp (C)","29.7-31.9","(C)","in range"
"2021-0812-8","2021-08-12","ncf","temp","c",31.5,NA,"405","Temp (C)","28.3-33.1","(C)","in range"
"MC1","2021-04-04","pinco","chla","ugl",3.8,NA,"386","Chl-a (ug/L)","1.22-3.58","(ug/L)","above"
"MC2","2021-04-04","pinco","chla","ugl",4.8,NA,"386","Chl-a (ug/L)","1.22-3.58","(ug/L)","above"
"MC3","2021-04-04","pinco","chla","ugl",1.6,NA,"400","Chl-a (ug/L)","1-5.4","(ug/L)","in range"
"MC4","2021-04-04","pinco","chla","ugl",1.7,NA,"400","Chl-a (ug/L)","1-5.4","(ug/L)","in range"
"MC5","2021-04-04","pinco","chla","ugl",1.4,NA,"400","Chl-a (ug/L)","1-5.4","(ug/L)","in range"
"MC6","2021-04-04","pinco","chla","ugl",2.2,NA,"425","Chl-a (ug/L)","0.94-4.32","(ug/L)","in range"
"PC1","2021-04-04","pinco","chla","ugl",2.6,NA,"386","Chl-a (ug/L)","1.22-3.58","(ug/L)","in range"
"PC2","2021-04-04","pinco","chla","ugl",1.8,NA,"386","Chl-a (ug/L)","1.22-3.58","(ug/L)","in range"
"MC1","2021-04-04","pinco","do","mgl",7.42,NA,"91","DO (mg/L)","5.8-6.44","(mg/L)","above"
"MC2","2021-04-04","pinco","do","mgl",8.3,NA,"386","DO (mg/L)","6.04-7.38","(mg/L)","above"
"MC3","2021-04-04","pinco","do","mgl",7.88,NA,"421","DO (mg/L)","5.98-7.92","(mg/L)","in range"
"MC4","2021-04-04","pinco","do","mgl",7.79,NA,"400","DO (mg/L)","6.05-7.55","(mg/L)","above"
"MC5","2021-04-04","pinco","do","mgl",7.64,NA,"421","DO (mg/L)","5.98-7.92","(mg/L)","in range"
"MC6","2021-04-04","pinco","do","mgl",7.88,NA,"425","DO (mg/L)","6.08-7.58","(mg/L)","above"
"PC1","2021-04-04","pinco","do","mgl",7.48,NA,"25","DO (mg/L)","6.34-7.56","(mg/L)","in range"
"PC2","2021-04-04","pinco","do","mgl",7.31,NA,"91","DO (mg/L)","5.8-6.44","(mg/L)","above"
"MC1","2021-04-04","pinco","dosat","per",99.5,NA,"91","DO (% sat.)","86.3-92.5","(% sat.)","above"
