"date","station","var","uni","val"
"2008-05-15","Anna Maria Island","temp","c",26.5
"2008-05-15","Skyway Fishing Pier, South","temp","c",26
"2008-05-16","Mullet Key, bay pier","temp","c",27.6
"2008-05-22","Skyway Fishing Pier, North","temp","c",26.5
"2008-05-22","Anna Maria Island","temp","c",28
"2008-05-23","Skyway Fishing Pier, South","temp","c",28
"2008-05-27","Anna Maria Island","temp","c",27.5
"2008-05-28","Skyway Fishing Pier, South","temp","c",28
"2008-05-28","Skyway Fishing Pier, North","temp","c",28
"2008-05-29","Mullet Key, bay pier","temp","c",28.4
"2008-06-03","Teco, Big Bend","temp","c",3.61111111
"2008-06-03","Teco, Big Bend","temp","c",3.61111111
"2008-06-03","Teco, Big Bend","temp","c",3.61111111
"2008-06-04","Anna Maria Island","temp","c",29
"2008-06-04","Skyway Fishing Pier, South","temp","c",29
"2008-06-04","Skyway Fishing Pier, North","temp","c",30
"2008-06-10","Skyway Fishing Pier, North","temp","c",30.5
"2008-06-11","Anna Maria Island","temp","c",29.5
"2008-06-12","Mullet Key, bay pier","temp","c",31.7
"2008-06-18","Anna Maria Island","temp","c",30.5
"2008-06-18","Skyway Fishing Pier, South","temp","c",31
"2008-06-19","Skyway Fishing Pier, North","temp","c",31
"2008-06-24","Anna Maria Island","temp","c",30.5
"2008-06-24","Skyway Fishing Pier, South","temp","c",31
"2008-06-25","Skyway Fishing Pier, North","temp","c",31
"2008-07-01","Anna Maria Island","temp","c",30
"2008-07-01","Skyway Fishing Pier, South","temp","c",30
"2008-07-02","Skyway Fishing Pier, North","temp","c",30
"2008-07-08","Anna Maria Island","temp","c",30.5
"2008-07-09","Skyway Fishing Pier, South","temp","c",30
"2008-07-09","Skyway Fishing Pier, North","temp","c",31
"2008-07-15","Anna Maria Island","temp","c",31
"2008-07-16","Skyway Fishing Pier, South","temp","c",30.5
"2008-07-16","Skyway Fishing Pier, North","temp","c",30
"2008-07-22","Anna Maria Island","temp","c",33
"2008-07-23","Skyway Fishing Pier, South","temp","c",33
"2008-07-23","Skyway Fishing Pier, North","temp","c",32
"2008-07-24","Whale Key, W of, Lower Tampa Bay","temp","c",1.61111111
"2008-07-25","W Little Manatee River","temp","c",29
"2008-07-29","Whale Key, W of, Lower Tampa Bay","temp","c",29.7
"2008-07-29","Joe Island, SW of, Lower Tampa Bay","temp","c",29.5
"2008-07-29","Tampa Bay, Brinkley lease site","temp","c",30.2
"2008-07-29","Pinellas Point","temp","c",30.1
"2008-07-30","Anna Maria Island","temp","c",32
"2008-07-30","Skyway Fishing Pier, South","temp","c",31
"2008-07-30","Skyway Fishing Pier, North","temp","c",32
"2008-07-31","Philippe Park","temp","c",29.4
"2008-08-05","Anna Maria Island","temp","c",30
"2008-08-05","Skyway Fishing Pier, South","temp","c",31
"2008-08-06","Skyway Fishing Pier, North","temp","c",31
"2008-08-07","Whale Key, W of, Lower Tampa Bay","temp","c",31.6
"2008-08-07","Joe Island, 0.57 miles NW of","temp","c",32.4
"2008-08-11","Miguel Bay, mouth of","temp","c",29.7
"2008-08-11","Paradise Island, W of","temp","c",29.8
"2008-08-11","Paradise Island, 1.6 miles NW of, Lower Tampa Bay","temp","c",30.1
"2008-08-11","Paradise Island, NW of, Lower Tampa Bay","temp","c",29.7
"2008-08-11","Joe Bay oyster bar","temp","c",30.5
"2008-08-11","Two Brothers Islands, W of","temp","c",30.2
"2008-08-11","Two Brothers Islands","temp","c",30.9
"2008-08-11","Bishop Harbor, mouth of","temp","c",30.4
"2008-08-11","Port of Manatee, SW of","temp","c",30.7
"2008-08-11","Harbor Key, 1.7 mi NW of, Lower Tampa Bay","temp","c",30.2
"2008-08-12","Anna Maria Island","temp","c",31
"2008-08-13","Skyway Fishing Pier, South","temp","c",31
"2008-08-13","1.5 mi S of Courtney Cambell Causeway (Old Tampa Bay)","temp","c",29.6
"2008-08-13","1.5 mi N of Gandy Bridge (Tampa Bay)","temp","c",29.5
"2008-08-13","1.5 mi E of Snell Isle (Tampa Bay)","temp","c",29.7
"2008-08-13","1.5 mi E of Snell Isle (Tampa Bay)","temp","c",29.7
"2008-08-13","1.5 mi N of Gandy Bridge (Tampa Bay)","temp","c",29.6
"2008-08-13","1.5 mi S of Courtney Cambell Causeway (Old Tampa Bay)","temp","c",29.6
"2008-08-13","Skyway Fishing Pier, North","temp","c",31
"2008-08-20","Skyway Fishing Pier, North","temp","c",28
"2008-08-21","Anna Maria Island","temp","c",28.5
"2008-08-21","Skyway Fishing Pier, South","temp","c",28.5
"2008-08-25","Tampa Bay","temp","c",28.9
"2008-08-27","Skyway Fishing Pier, South","temp","c",31
"2008-08-27","Skyway Fishing Pier, North","temp","c",31
"2008-09-03","Anna Maria Island","temp","c",30
"2008-09-03","Skyway Fishing Pier, South","temp","c",30
"2008-09-03","Skyway Fishing Pier, North","temp","c",31
"2008-09-10","Anna Maria Island","temp","c",30
"2008-09-10","Skyway Fishing Pier, South","temp","c",30
"2008-09-10","Skyway Fishing Pier, North","temp","c",28.5
"2008-09-17","Anna Maria Island","temp","c",31
"2008-09-17","Skyway Fishing Pier, South","temp","c",31
"2008-09-17","Skyway Fishing Pier, North","temp","c",31
"2008-09-24","Anna Maria Island","temp","c",29
"2008-09-24","Skyway Fishing Pier, South","temp","c",31
"2008-09-24","Skyway Fishing Pier, North","temp","c",28
"2008-10-01","Anna Maria Island","temp","c",28
"2008-10-01","Skyway Fishing Pier, South","temp","c",28
"2008-10-01","Skyway Fishing Pier, North","temp","c",28
"2008-10-07","Anna Maria Island","temp","c",28.5
"2008-10-08","Skyway Fishing Pier, South","temp","c",28
"2008-10-08","06","temp","c",26.4
"2008-10-08","06","temp","c",26.2
"2008-10-08","Skyway Fishing Pier, North","temp","c",27
"2008-10-14","Anna Maria Island","temp","c",28.5
"2008-10-14","Skyway Fishing Pier, South","temp","c",28
"2008-10-16","Skyway Fishing Pier, North","temp","c",27
"2008-10-22","Anna Maria Island","temp","c",25
"2008-10-22","Skyway Fishing Pier, South","temp","c",25
"2008-10-22","Skyway Fishing Pier, North","temp","c",24
"2008-10-29","Anna Maria Island","temp","c",21
"2008-10-29","Skyway Fishing Pier, South","temp","c",21
"2008-10-29","Skyway Fishing Pier, North","temp","c",19.5
"2008-11-05","Anna Maria Island","temp","c",21
"2008-11-05","Skyway Fishing Pier, South","temp","c",20
"2008-11-05","Skyway Fishing Pier, North","temp","c",20
"2008-11-11","Anna Maria Island","temp","c",20
"2008-11-11","Skyway Fishing Pier, South","temp","c",20
"2008-11-12","Skyway Fishing Pier, North","temp","c",22
"2008-11-19","Anna Maria Island","temp","c",20
"2008-11-19","Skyway Fishing Pier, South","temp","c",20
"2008-11-19","Skyway Fishing Pier, North","temp","c",16.5
"2008-11-25","Anna Maria Island","temp","c",18
"2008-11-25","Skyway Fishing Pier, South","temp","c",17
"2008-11-25","Skyway Fishing Pier, North","temp","c",17.5
"2008-12-02","Anna Maria Island","temp","c",18
"2008-12-02","Skyway Fishing Pier, South","temp","c",18
"2008-12-03","Skyway Fishing Pier, North","temp","c",16.5
"2008-12-10","Anna Maria Island","temp","c",18
"2008-12-10","Skyway Fishing Pier, South","temp","c",17
"2008-12-10","Skyway Fishing Pier, North","temp","c",18
"2008-12-16","Anna Maria Island","temp","c",19
"2008-12-16","Skyway Fishing Pier, South","temp","c",18
"2008-12-17","Skyway Fishing Pier, North","temp","c",17.5
"2008-12-23","Anna Maria Island","temp","c",18.5
"2008-12-23","Skyway Fishing Pier, South","temp","c",18
"2008-12-23","Skyway Fishing Pier, North","temp","c",17
"2008-12-29","Skyway Fishing Pier, North","temp","c",20
"2008-12-30","Anna Maria Island","temp","c",22
"2008-12-31","Skyway Fishing Pier, South","temp","c",21
"2009-01-07","Skyway Fishing Pier, North","temp","c",20
"2009-01-13","Anna Maria Island","temp","c",20
"2009-01-14","Skyway Fishing Pier, South","temp","c",20
"2009-01-14","Skyway Fishing Pier, North","temp","c",17.5
"2009-01-21","Anna Maria Island","temp","c",16.5
"2009-01-21","Skyway Fishing Pier, South","temp","c",16
"2009-01-21","Skyway Fishing Pier, North","temp","c",14
"2009-01-28","Anna Maria Island","temp","c",18
"2009-01-28","Skyway Fishing Pier, South","temp","c",17
"2009-01-28","Skyway Fishing Pier, North","temp","c",18
"2009-02-04","Anna Maria Island","temp","c",16
"2009-02-04","Skyway Fishing Pier, South","temp","c",16
"2009-02-04","Skyway Fishing Pier, North","temp","c",14
"2009-02-10","Anna Maria Island","temp","c",17
"2009-02-11","Skyway Fishing Pier, South","temp","c",16
"2009-02-11","Skyway Fishing Pier, North","temp","c",16
"2009-02-17","Anna Maria Island","temp","c",17
"2009-02-18","Skyway Fishing Pier, South","temp","c",18
"2009-02-18","Skyway Fishing Pier, North","temp","c",18
"2009-02-25","Anna Maria Island","temp","c",17
"2009-02-25","Skyway Fishing Pier, North","temp","c",16.5
"2009-02-26","Skyway Fishing Pier, South","temp","c",18
"2009-03-03","Anna Maria Island","temp","c",14
"2009-03-04","Skyway Fishing Pier, North","temp","c",15.5
"2009-03-10","Anna Maria Island","temp","c",19.5
"2009-03-11","Skyway Fishing Pier, North","temp","c",19
"2009-03-12","Skyway Fishing Pier, South","temp","c",22
"2009-03-12","Skyway Fishing Pier, South","temp","c",22
"2009-03-17","Anna Maria Island","temp","c",22
"2009-03-17","Skyway Fishing Pier, South","temp","c",23
"2009-03-18","Skyway Fishing Pier, North","temp","c",23
"2009-03-25","Anna Maria Island","temp","c",22
"2009-03-25","Skyway Fishing Pier, South","temp","c",22
"2009-03-25","Skyway Fishing Pier, North","temp","c",21
"2009-03-31","Anna Maria Island","temp","c",22
"2009-03-31","Skyway Fishing Pier, South","temp","c",24
"2009-04-01","Skyway Fishing Pier, North","temp","c",24
"2009-04-06","Skyway Fishing Pier, North","temp","c",24
"2009-04-08","Veterans Park, Bay Pines","temp","c",17.8
"2009-04-14","Skyway Fishing Pier, North","temp","c",23
"2009-04-15","Anna Maria Island","temp","c",22
"2009-04-15","Mullet Key, Boat Ramp","temp","c",21.7
"2009-04-15","Veterans Park, Bay Pines","temp","c",22.6
"2009-04-15","Skyway Fishing Pier, South","temp","c",24
"2009-04-20","Mullet Key, Boat Ramp","temp","c",24.1
"2009-04-20","Veterans Park, Bay Pines","temp","c",23.4
"2009-04-20","Anna Maria Island","temp","c",23
"2009-04-21","Skyway Fishing Pier, South","temp","c",23
"2009-04-21","Skyway Fishing Pier, North","temp","c",23
"2009-04-28","Anna Maria Island","temp","c",25
"2009-04-28","Skyway Fishing Pier, South","temp","c",25
"2009-04-29","Skyway Fishing Pier, North","temp","c",26
"2009-05-05","Anna Maria Island","temp","c",29
"2009-05-06","Skyway Fishing Pier, South","temp","c",28
"2009-05-07","Skyway Fishing Pier, North","temp","c",27.5
"2009-05-12","Skyway Fishing Pier, North","temp","c",29
"2009-05-13","Anna Maria Island","temp","c",27
"2009-05-13","Skyway Fishing Pier, South","temp","c",29
"2009-05-14","Veterans Park, Bay Pines","temp","c",28.5
"2009-05-14","Mullet Key, Boat Ramp","temp","c",28.5
"2009-05-19","Veterans Park, Bay Pines","temp","c",26.5
"2009-05-19","Mullet Key, Boat Ramp","temp","c",25.4
"2009-05-20","Anna Maria Island","temp","c",25
"2009-05-20","Skyway Fishing Pier, South","temp","c",25.5
"2009-05-20","Skyway Fishing Pier, North","temp","c",25.5
"2009-05-26","Anna Maria Island","temp","c",29
"2009-05-26","Skyway Fishing Pier, South","temp","c",29
"2009-05-27","Skyway Fishing Pier, North","temp","c",28
"2009-06-01","Veterans Park, Bay Pines","temp","c",29.9
"2009-06-01","Mullet Key, Boat Ramp","temp","c",28.3
"2009-06-02","Anna Maria Island","temp","c",32
"2009-06-03","Skyway Fishing Pier, South","temp","c",30
"2009-06-04","Skyway Fishing Pier, North","temp","c",29
"2009-06-09","Mullet Key, Boat Ramp","temp","c",29.7
"2009-06-09","Mullet Key, bay pier","temp","c",29.3
"2009-06-09","Veterans Park, Bay Pines","temp","c",30.8
"2009-06-09","Skyway Fishing Pier, North","temp","c",28.5
"2009-06-11","Anna Maria Island","temp","c",32
"2009-06-11","Skyway Fishing Pier, South","temp","c",31
"2009-06-16","Mullet Key, Boat Ramp","temp","c",31.3
"2009-06-16","Mullet Key, bay pier","temp","c",30.7
"2009-06-16","Veterans Park, Bay Pines","temp","c",0.72222222
"2009-06-16","Skyway Fishing Pier, North","temp","c",31
"2009-06-16","Anna Maria Island","temp","c",33
"2009-06-17","Teco, Big Bend Discharge","temp","c",3.72222222
"2009-06-17","Courtney Campbell Causeway Northside Midway","temp","c",31.2
"2009-06-17","Courtney Campbell Causeway Northside West","temp","c",31.4
"2009-06-17","R.E. Olds City Park Pier","temp","c",31
"2009-06-17","Skyway Fishing Pier, South","temp","c",32
"2009-06-23","Mullet Key, Boat Ramp","temp","c",31.3
"2009-06-23","Veterans Park, Bay Pines","temp","c",32
"2009-06-23","Skyway Fishing Pier, North","temp","c",31.5
"2009-06-24","Courtney Campbell Causeway West Southside Beach","temp","c",29.8
"2009-06-24","Skyway Fishing Pier, South","temp","c",32
"2009-06-24","Anna Maria Island","temp","c",32
"2009-06-30","Anna Maria Island","temp","c",29
"2009-06-30","Skyway Fishing Pier, South","temp","c",29
"2009-07-01","Mullet Key, bay pier","temp","c",27.6
"2009-07-01","Skyway Fishing Pier, North","temp","c",28.5
"2009-07-01","Courtney Campbell Causeway West Southside Beach","temp","c",28.4
"2009-07-07","Mullet Key, bay pier","temp","c",30.1
"2009-07-07","Mullet Key, Boat Ramp","temp","c",29.4
"2009-07-07","Veterans Park, Bay Pines","temp","c",30.4
"2009-07-07","Clambar","temp","c",32
"2009-07-07","Skyway Fishing Pier, South","temp","c",32
"2009-07-07","Anna Maria Island","temp","c",32
"2009-07-08","Skyway Fishing Pier, North","temp","c",30.5
"2009-07-14","Mullet Key, Boat Ramp","temp","c",31.9
"2009-07-14","Veterans Park, Bay Pines","temp","c",1
"2009-07-14","Mullet Key, bay pier","temp","c",31.7
"2009-07-14","Skyway Fishing Pier, North","temp","c",30.5
"2009-07-15","Anna Maria Island","temp","c",30
"2009-07-15","Courtney Campbell Causeway West Southside Beach","temp","c",32.8
"2009-07-15","Skyway Fishing Pier, South","temp","c",32
"2009-07-21","Mullet Key, bay pier","temp","c",32.5
"2009-07-21","Mullet Key, Boat Ramp","temp","c",31.8
"2009-07-21","Veterans Park, Bay Pines","temp","c",31.9
"2009-07-21","Skyway Fishing Pier, South","temp","c",31
"2009-07-21","Anna Maria Island","temp","c",32
"2009-07-22","Courtney Campbell Causeway West Southside Beach","temp","c",29.8
"2009-07-22","Skyway Fishing Pier, North","temp","c",30.5
"2009-07-28","Mullet Key, bay pier","temp","c",31.6
"2009-07-28","Veterans Park, Bay Pines","temp","c",1.72222222
"2009-07-28","Mullet Key, Boat Ramp","temp","c",32.9
"2009-07-28","Skyway Fishing Pier, South","temp","c",32
"2009-07-29","Skyway Fishing Pier, North","temp","c",30.5
"2009-07-29","Courtney Campbell Causeway West Southside Beach","temp","c",31.9
"2009-07-31","Big Bend Channel, TECO","temp","c",4
"2009-07-31","Big Bend Channel, TECO","temp","c",4.05555556
"2009-07-31","Big Bend Channel, TECO","temp","c",3.94444444
"2009-08-04","Skyway Fishing Pier, South","temp","c",32
"2009-08-04","Anna Maria Island","temp","c",32
"2009-08-05","Skyway Fishing Pier, North","temp","c",30
"2009-08-11","Mullet Key, bay pier","temp","c",32.2
"2009-08-11","Veterans Park, Bay Pines","temp","c",0.83333333
"2009-08-11","Mullet Key, Boat Ramp","temp","c",0.94444444
"2009-08-11","Skyway Fishing Pier, North","temp","c",30
"2009-08-12","Anna Maria Island","temp","c",30
"2009-08-12","Courtney Campbell Causeway West Southside Beach","temp","c",31.5
"2009-08-12","Skyway Fishing Pier, South","temp","c",31
"2009-08-14","Philippe Park, Seagrass collection site","temp","c",29
"2009-08-19","Courtney Campbell Causeway West Southside Beach","temp","c",29.8
"2009-08-19","Skyway Fishing Pier, North","temp","c",28.5
"2009-08-19","Skyway Fishing Pier, South","temp","c",29
"2009-08-19","Anna Maria Island","temp","c",30
"2009-08-24","Riveria Dr; Davis Island","temp","c",31
"2009-08-24","Erie Ave; Davis Island","temp","c",30.8
"2009-08-25","Mullet Key, Bay pier","temp","c",28.8
"2009-08-25","Mullet Key, Boat Ramp","temp","c",28.3
"2009-08-25","Veterans Park, Bay Pines","temp","c",31
"2009-08-26","Anna Maria Island","temp","c",32
"2009-08-26","Big Bend Channel, TECO","temp","c",3.61111111
"2009-08-26","Big Bend Channel, TECO","temp","c",3.55555556
"2009-08-26","Big Bend Channel, TECO","temp","c",3.55555556
"2009-08-26","Skyway Fishing Pier, South","temp","c",32
"2009-08-26","Skyway Fishing Pier, North","temp","c",28.5
"2009-08-26","Courtney Campbell Causeway West Southside Beach","temp","c",28.9
"2009-09-01","Anna Maria Island","temp","c",28
"2009-09-01","Skyway Fishing Pier, South","temp","c",29
"2009-09-02","Skyway Fishing Pier, North","temp","c",28.5
"2009-09-03","Tampa Bay TBM09091001","temp","c",27.1
"2009-09-03","Tampa Bay TBM09091002","temp","c",29.2
"2009-09-03","Tampa Bay TBM09091003","temp","c",27.5
"2009-09-03","Tampa Bay TBM09091004","temp","c",28.4
"2009-09-03","Tampa Bay TBM09091005","temp","c",27.9
"2009-09-03","Tampa Bay TBM09091006","temp","c",27.5
"2009-09-03","Tampa Bay TBM09091007","temp","c",28.5
"2009-09-03","Tampa Bay TBM09091008","temp","c",29.2
"2009-09-08","Skyway Fishing Pier, South","temp","c",29
"2009-09-08","Anna Maria Island","temp","c",30
"2009-09-09","Mullet Key, Bay pier","temp","c",29.4
"2009-09-09","Mullet Key, Boat Ramp","temp","c",30
"2009-09-09","Veterans Park, Bay Pines","temp","c",31.4
"2009-09-09","Skyway Fishing Pier, North","temp","c",28.5
"2009-09-15","Skyway Fishing Pier, North","temp","c",28.5
"2009-09-15","Skyway Fishing Pier, South","temp","c",28.5
"2009-09-16","Anna Maria Island","temp","c",28
"2009-09-21","Mullet Key, bay pier","temp","c",30.1
"2009-09-21","Veterans Park, Bay Pines","temp","c",31.9
"2009-09-21","Mullet Key, Boat Ramp","temp","c",30.1
"2009-09-22","Skyway Fishing Pier, South","temp","c",31
"2009-09-22","Anna Maria isl, city pier","temp","c",32
"2009-09-23","Skyway Fishing Pier, North","temp","c",29
"2009-09-24","Courtney Campbell Causeway West Southside Beach","temp","c",29.9
"2009-09-29","Anna Maria Island","temp","c",30
"2009-09-29","Skyway Fishing Pier, South","temp","c",30
"2009-09-30","Apollo Beach","temp","c",32
"2009-09-30","Apollo Beach","temp","c",31.8
"2009-09-30","Apollo Beach","temp","c",31.5
"2009-09-30","Apollo Beach Channel","temp","c",31
"2009-09-30","Skyway Fishing Pier, North","temp","c",27
"2009-10-01","Courtney Campbell Causeway West Southside Beach","temp","c",26.3
"2009-10-05","Mullet Key, bay pier","temp","c",29.1
"2009-10-05","Zone A","temp","c",28.6
"2009-10-06","Skyway Fishing Pier, South","temp","c",28
"2009-10-06","Anna Maria Island","temp","c",30
"2009-10-07","Skyway Fishing Pier, North","temp","c",29
"2009-10-08","06","temp","c",28.8
"2009-10-08","06","temp","c",28.7
"2009-10-12","Sawyer Key","temp","c",30
"2009-10-12","Bunces Pass","temp","c",30.1
"2009-10-12","Mullet Key","temp","c",30
"2009-10-12","North Skyway fishing pier","temp","c",30
"2009-10-12","First bridge north of Skyway","temp","c",30.2
"2009-10-13","Skyway Fishing Pier, North","temp","c",30
"2009-10-14","Anna Maria Island","temp","c",29
"2009-10-14","Skyway Fishing Pier, South","temp","c",31
"2009-10-15","Courtney Campbell Causeway West Southside Beach","temp","c",29.8
"2009-10-20","Skyway Fishing Pier, South","temp","c",25
"2009-10-20","Anna Maria Island","temp","c",25
"2009-10-21","Skyway Fishing Pier, North","temp","c",22.5
"2009-10-23","Mullet Key, bay pier","temp","c",24.2
"2009-10-27","Anna Maria Island","temp","c",26
"2009-10-27","Skyway Fishing Pier, South","temp","c",26
"2009-10-28","Mullet Key, bay pier","temp","c",25.5
"2009-10-28","Skyway Fishing Pier, North","temp","c",25.5
"2009-11-02","Mullet Key, bay pier","temp","c",25.3
"2009-11-03","Skyway Fishing Pier, South","temp","c",25
"2009-11-04","Anna Maria Island","temp","c",25.5
"2009-11-04","Skyway Fishing Pier, North","temp","c",24
"2009-11-10","Anna Maria Island","temp","c",24
"2009-11-11","Skyway Fishing Pier, South","temp","c",23
"2009-11-12","Mullet Key, bay pier","temp","c",21.5
"2009-11-12","Skyway Fishing Pier, North","temp","c",21
"2009-11-17","Skyway Fishing Pier, South","temp","c",22
"2009-11-17","Anna Maria Island","temp","c",23.5
"2009-11-19","Skyway Fishing Pier, North","temp","c",22
"2009-11-23","Anna Maria Island","temp","c",23
"2009-11-24","Skyway Fishing Pier, South","temp","c",23
"2009-11-24","Mullet Key, Bay pier","temp","c",22.5
"2009-11-24","Skyway Fishing Pier, North","temp","c",22.5
"2009-11-30","Mullet Key, bay pier","temp","c",19.5
"2009-12-01","Skyway Fishing Pier, South","temp","c",20.5
"2009-12-02","Anna Maria Island","temp","c",22
"2009-12-02","Skyway Fishing Pier, North","temp","c",20.5
"2009-12-08","Anna Maria Island","temp","c",20
"2009-12-09","Skyway Fishing Pier, South","temp","c",20
"2009-12-09","Mullet Key, bay pier","temp","c",20
"2009-12-09","Skyway Fishing Pier, North","temp","c",19.5
"2009-12-15","Mullet Key, bay pier","temp","c",22.5
"2009-12-15","Skyway Fishing Pier, North","temp","c",20
"2009-12-16","Anna Maria Island","temp","c",21
"2009-12-22","Mullet Key, bay pier","temp","c",16
"2009-12-22","Skyway Fishing Pier, North","temp","c",16
"2009-12-28","Skyway Fishing Pier, South","temp","c",16
"2009-12-29","Anna Maria Island","temp","c",17
"2009-12-29","Mullet Key, bay pier","temp","c",15.4
"2009-12-29","Skyway Fishing Pier, North","temp","c",13.5
"2010-01-05","Anna Maria Island","temp","c",11
"2010-01-05","Skyway Fishing Pier, South","temp","c",12
"2010-01-06","Mullet Key, bay pier","temp","c",10
"2010-01-06","Skyway Fishing Pier, North","temp","c",10.5
"2010-01-12","Harbor Key, 1.7 miles NW of, Lower Tampa Bay","temp","c",8.6
"2010-01-13","Anna Maria Island","temp","c",10
"2010-01-13","Skyway Fishing Pier, South","temp","c",10
"2010-01-13","Mullet Key, bay pier","temp","c",11.8
"2010-01-13","Skyway Fishing Pier, North","temp","c",9.5
"2010-01-19","Mullet Key, bay pier","temp","c",13.5
"2010-01-19","Skyway Fishing Pier, North","temp","c",13
"2010-01-20","Anna Maria Island","temp","c",15
"2010-01-21","Skyway Fishing Pier, South","temp","c",16
"2010-01-25","Mullet Key, bay pier","temp","c",18.6
"2010-01-26","Skyway Fishing Pier, North","temp","c",17
"2010-02-02","Anna Maria Island","temp","c",16.7
"2010-02-02","Skyway Fishing Pier, South","temp","c",16.7
"2010-02-04","Mullet Key, bay pier","temp","c",17.6
"2010-02-04","Skyway Fishing Pier, North","temp","c",17.6
"2010-02-09","Anna Maria Island","temp","c",15.7
"2010-02-10","Skyway Fishing Pier, North","temp","c",13.4
"2010-02-11","Mullet Key, bay pier","temp","c",15.4
"2010-02-16","Mullet Key, bay pier","temp","c",11.9
"2010-02-16","Skyway Fishing Pier, North","temp","c",11.9
"2010-02-17","Anna Maria Island","temp","c",13.2
"2010-02-18","Skyway Fishing Pier, South","temp","c",14.5
"2010-02-24","Anna Maria Island","temp","c",17.3
"2010-02-24","Skyway Fishing Pier, South","temp","c",17.6
"2010-02-24","Skyway Fishing Pier, North","temp","c",15.5
"2010-02-25","Mullet Key, Bay pier","temp","c",15.1
"2010-03-02","Skyway Fishing Pier, South","temp","c",15.2
"2010-03-03","Anna Maria Island","temp","c",14.7
"2010-03-03","Mullet Key, bay pier","temp","c",13.5
"2010-03-03","Skyway Fishing Pier, North","temp","c",13
"2010-03-09","Mullet Key, bay pier","temp","c",14.3
"2010-03-09","Skyway Fishing Pier, North","temp","c",13.5
"2010-03-10","Anna Maria Island","temp","c",15
"2010-03-11","Skyway Fishing Pier, South","temp","c",17
"2010-03-16","Anna Maria Island","temp","c",17
"2010-03-16","Skyway Fishing Pier, South","temp","c",19
"2010-03-17","Mullet Key, bay pier","temp","c",17.5
"2010-03-17","Skyway Fishing Pier, North","temp","c",17.2
"2010-03-22","Mullet Key, bay pier","temp","c",18.4
"2010-03-24","Anna Maria Island","temp","c",17
"2010-03-24","Skyway Fishing Pier, South","temp","c",17
"2010-03-24","Skyway Fishing Pier, North","temp","c",17.5
"2010-03-31","Anna Maria Island","temp","c",19.9
"2010-03-31","Skyway Fishing Pier, South","temp","c",19.5
"2010-03-31","Mullet Key, bay pier","temp","c",17.6
"2010-03-31","Skyway Fishing Pier, North","temp","c",18.7
"2010-04-06","Skyway Fishing Pier, North","temp","c",20.4
"2010-04-07","St. Pete Pier at the Aquarium","temp","c",23.9
"2010-04-07","St. Pete Pier","temp","c",23.5
"2010-04-07","Mullet Key, bay pier","temp","c",22.8
"2010-04-07","Anna Maria Island","temp","c",21
"2010-04-07","Skyway Fishing Pier, South","temp","c",22.7
"2010-04-12","Anna Maria Island","temp","c",23.2
"2010-04-12","Skyway Fishing Pier, South","temp","c",23.3
"2010-04-13","Mullet Key, bay pier","temp","c",22.1
"2010-04-13","Skyway Fishing Pier, North","temp","c",22.5
"2010-04-20","Anna Maria Island","temp","c",24
"2010-04-21","Skyway Fishing Pier, South","temp","c",23.2
"2010-04-21","Skyway Fishing Pier, North","temp","c",22.4
"2010-04-22","Courtney Campbell Causeway West Southside Beach","temp","c",22.4
"2010-04-27","St. Pete Pier, off Spa Beach","temp","c",25.2
"2010-04-28","Anna Maria Island","temp","c",23.1
"2010-04-28","Skyway Fishing Pier, South","temp","c",24.4
"2010-04-29","Courtney Campbell Causeway West Southside Beach","temp","c",22
"2010-04-29","Mullet Key, bay pier","temp","c",22.9
"2010-04-29","Skyway Fishing Pier, North","temp","c",23.9
"2010-05-03","Mullet Key, bay pier","temp","c",26.2
"2010-05-05","Anna Maria Island","temp","c",27.5
"2010-05-05","Skyway Fishing Pier, South","temp","c",28
"2010-05-05","Skyway Fishing Pier, North","temp","c",26.7
"2010-05-07","Courtney Campbell Cswy W. Southside Beach","temp","c",28.5
"2010-05-11","Anna Maria Island","temp","c",26.7
"2010-05-11","Skyway Fishing Pier, South","temp","c",27.6
"2010-05-12","Mullet Key, bay pier","temp","c",27
"2010-05-12","Skyway Fishing Pier, North","temp","c",27
"2010-05-19","Anna Maria Island","temp","c",29.9
"2010-05-19","Skyway Fishing Pier, South","temp","c",28.7
"2010-05-19","Mullet Key, bay pier","temp","c",28.6
"2010-05-19","Skyway Fishing Pier, North","temp","c",27.8
"2010-05-25","Mullet Key, bay pier","temp","c",29.4
"2010-05-25","Skyway Fishing Pier, North","temp","c",29.5
"2010-05-26","Anna Maria Island","temp","c",27.9
"2010-05-26","Skyway Fishing Pier, South","temp","c",29.8
"2010-05-28","Courtney Campbell Cswy W. Southside Beach","temp","c",28
"2010-06-01","Skyway Fishing Pier, North","temp","c",30
"2010-06-02","Mullet Key, bay pier","temp","c",30
"2010-06-02","Anna Maria Island","temp","c",31.1
"2010-06-02","Skyway Fishing Pier, South","temp","c",31.2
"2010-06-04","Courtney Campbell Cswy W. Southside Beach","temp","c",28
"2010-06-08","Anna Maria Island","temp","c",31.2
"2010-06-08","Skyway Fishing Pier, South","temp","c",31.2
"2010-06-09","Mullet Key, bay pier","temp","c",30
"2010-06-09","Skyway Fishing Pier, North","temp","c",30.3
"2010-06-11","Courtney Campbell Cswy W. Southside Beach","temp","c",29.5
"2010-06-15","Skyway Fishing Pier, South","temp","c",32.2
"2010-06-15","Anna Maria Island","temp","c",32.1
